# event exchanged matrix data (local)
# receiving LP, sending LP, num of events sent, minimum timestamp delta, maximum timestamp delta, average timestamp delta
13992,13992,1,1.000425,1.000425,1.000425
13993,13993,1,1.000425,1.000425,1.000425
13994,13994,1,1.000425,1.000425,1.000425
13995,13995,1,1.000425,1.000425,1.000425
13996,13996,1,1.000425,1.000425,1.000425
13997,13997,1,1.000425,1.000425,1.000425
13998,13998,1,1.000425,1.000425,1.000425
13999,13999,1,1.000425,1.000425,1.000425
14000,14000,1,1.000425,1.000425,1.000425
14001,14001,1,1.000425,1.000425,1.000425
14002,14002,1,1.000425,1.000425,1.000425
14003,14003,1,1.000425,1.000425,1.000425
14004,14004,1,1.000425,1.000425,1.000425
14005,14005,1,1.000425,1.000425,1.000425
14006,14006,1,1.000425,1.000425,1.000425
14007,14007,1,1.000425,1.000425,1.000425
14008,14008,1,1.000425,1.000425,1.000425
14009,14009,1,1.000425,1.000425,1.000425
14010,14010,1,1.000425,1.000425,1.000425
14011,14011,1,1.000425,1.000425,1.000425
14012,14012,1,1.000425,1.000425,1.000425
14013,14013,1,1.000425,1.000425,1.000425
14014,14014,1,1.000425,1.000425,1.000425
14015,14015,1,1.000425,1.000425,1.000425
14016,14016,1,1.000425,1.000425,1.000425
14017,14017,1,1.000425,1.000425,1.000425
14018,14018,1,1.000425,1.000425,1.000425
14019,14019,1,1.000425,1.000425,1.000425
14020,14020,1,1.000425,1.000425,1.000425
14021,14021,1,1.000425,1.000425,1.000425
14022,14022,1,1.000425,1.000425,1.000425
14023,14023,1,1.000426,1.000426,1.000426
14024,14024,1,1.000426,1.000426,1.000426
14025,14025,1,1.000426,1.000426,1.000426
14026,14026,1,1.000426,1.000426,1.000426
14027,14027,1,1.000426,1.000426,1.000426
14028,14028,1,1.000426,1.000426,1.000426
14029,14029,1,1.000426,1.000426,1.000426
14030,14030,1,1.000426,1.000426,1.000426
14031,14031,1,1.000426,1.000426,1.000426
14032,14032,1,1.000426,1.000426,1.000426
14033,14033,1,1.000426,1.000426,1.000426
14034,14034,1,1.000426,1.000426,1.000426
14035,14035,1,1.000426,1.000426,1.000426
14036,14036,1,1.000426,1.000426,1.000426
14037,14037,1,1.000426,1.000426,1.000426
14038,14038,1,1.000426,1.000426,1.000426
14039,14039,1,1.000426,1.000426,1.000426
14040,14040,1,1.000426,1.000426,1.000426
14041,14041,1,1.000426,1.000426,1.000426
14042,14042,1,1.000426,1.000426,1.000426
14043,14043,1,1.000426,1.000426,1.000426
14044,14044,1,1.000426,1.000426,1.000426
14045,14045,1,1.000426,1.000426,1.000426
14046,14046,1,1.000426,1.000426,1.000426
14047,14047,1,1.000426,1.000426,1.000426
14048,14048,1,1.000426,1.000426,1.000426
14049,14049,1,1.000426,1.000426,1.000426
14050,14050,1,1.000426,1.000426,1.000426
14051,14051,1,1.000426,1.000426,1.000426
14052,14052,1,1.000426,1.000426,1.000426
14053,14053,1,1.000427,1.000427,1.000427
14054,14054,1,1.000427,1.000427,1.000427
14055,14055,1,1.000427,1.000427,1.000427
14056,14056,1,1.000427,1.000427,1.000427
14057,14057,1,1.000427,1.000427,1.000427
14058,14058,1,1.000427,1.000427,1.000427
14059,14059,1,1.000427,1.000427,1.000427
14060,14060,1,1.000427,1.000427,1.000427
14061,14061,1,1.000427,1.000427,1.000427
14062,14062,1,1.000427,1.000427,1.000427
14063,14063,1,1.000427,1.000427,1.000427
14064,14064,1,1.000427,1.000427,1.000427
14065,14065,1,1.000427,1.000427,1.000427
14066,14066,1,1.000427,1.000427,1.000427
14067,14067,1,1.000427,1.000427,1.000427
14068,14068,1,1.000427,1.000427,1.000427
14069,14069,1,1.000427,1.000427,1.000427
14070,14070,1,1.000427,1.000427,1.000427
14071,14071,1,1.000427,1.000427,1.000427
14072,14072,1,1.000427,1.000427,1.000427
14073,14073,1,1.000427,1.000427,1.000427
14074,14074,1,1.000427,1.000427,1.000427
14075,14075,1,1.000427,1.000427,1.000427
14076,14076,1,1.000427,1.000427,1.000427
14077,14077,1,1.000427,1.000427,1.000427
14078,14078,1,1.000427,1.000427,1.000427
14079,14079,1,1.000427,1.000427,1.000427
14080,14080,1,1.000427,1.000427,1.000427
14081,14081,1,1.000427,1.000427,1.000427
14082,14082,1,1.000427,1.000427,1.000427
14083,14083,1,1.000428,1.000428,1.000428
14084,14084,1,1.000428,1.000428,1.000428
14085,14085,1,1.000428,1.000428,1.000428
14086,14086,1,1.000428,1.000428,1.000428
14087,14087,1,1.000428,1.000428,1.000428
14088,14088,1,1.000428,1.000428,1.000428
14089,14089,1,1.000428,1.000428,1.000428
14090,14090,1,1.000428,1.000428,1.000428
14091,14091,1,1.000428,1.000428,1.000428
14092,14092,1,1.000428,1.000428,1.000428
14093,14093,1,1.000428,1.000428,1.000428
14094,14094,1,1.000428,1.000428,1.000428
14095,14095,1,1.000428,1.000428,1.000428
14096,14096,1,1.000428,1.000428,1.000428
14097,14097,1,1.000428,1.000428,1.000428
14098,14098,1,1.000428,1.000428,1.000428
14099,14099,1,1.000428,1.000428,1.000428
14100,14100,1,1.000428,1.000428,1.000428
14101,14101,1,1.000428,1.000428,1.000428
14102,14102,1,1.000428,1.000428,1.000428
14103,14103,1,1.000428,1.000428,1.000428
14104,14104,1,1.000428,1.000428,1.000428
14105,14105,1,1.000428,1.000428,1.000428
14106,14106,1,1.000428,1.000428,1.000428
14107,14107,1,1.000428,1.000428,1.000428
14108,14108,1,1.000428,1.000428,1.000428
14109,14109,1,1.000428,1.000428,1.000428
14110,14110,1,1.000428,1.000428,1.000428
14111,14111,1,1.000428,1.000428,1.000428
14112,14112,1,1.000428,1.000428,1.000428
14113,14113,1,1.000429,1.000429,1.000429
14114,14114,1,1.000429,1.000429,1.000429
14115,14115,1,1.000429,1.000429,1.000429
14116,14116,1,1.000429,1.000429,1.000429
14117,14117,1,1.000429,1.000429,1.000429
14118,14118,1,1.000429,1.000429,1.000429
14119,14119,1,1.000429,1.000429,1.000429
14120,14120,1,1.000429,1.000429,1.000429
14121,14121,1,1.000429,1.000429,1.000429
14122,14122,1,1.000429,1.000429,1.000429
14123,14123,1,1.000429,1.000429,1.000429
14124,14124,1,1.000429,1.000429,1.000429
14125,14125,1,1.000429,1.000429,1.000429
14126,14126,1,1.000429,1.000429,1.000429
14127,14127,1,1.000429,1.000429,1.000429
14128,14128,1,1.000429,1.000429,1.000429
14129,14129,1,1.000429,1.000429,1.000429
14130,14130,1,1.000429,1.000429,1.000429
14131,14131,1,1.000429,1.000429,1.000429
14132,14132,1,1.000429,1.000429,1.000429
14133,14133,1,1.000429,1.000429,1.000429
14134,14134,1,1.000429,1.000429,1.000429
14135,14135,1,1.000429,1.000429,1.000429
14136,14136,1,1.00043,1.00043,1.00043
14137,14137,1,1.00043,1.00043,1.00043
14138,14138,1,1.00043,1.00043,1.00043
14139,14139,1,1.00043,1.00043,1.00043
14140,14140,1,1.00043,1.00043,1.00043
14141,14141,1,1.00043,1.00043,1.00043
14142,14142,1,1.00043,1.00043,1.00043
14143,14143,1,1.00043,1.00043,1.00043
14144,14144,1,1.00043,1.00043,1.00043
14145,14145,1,1.00043,1.00043,1.00043
14146,14146,1,1.00043,1.00043,1.00043
14147,14147,1,1.00043,1.00043,1.00043
14148,14148,1,1.00043,1.00043,1.00043
14149,14149,1,1.00043,1.00043,1.00043
14150,14150,1,1.00043,1.00043,1.00043
14151,14151,1,1.00043,1.00043,1.00043
14152,14152,1,1.00043,1.00043,1.00043
14153,14153,1,1.00043,1.00043,1.00043
14154,14154,1,1.00043,1.00043,1.00043
14155,14155,1,1.00043,1.00043,1.00043
14156,14156,1,1.00043,1.00043,1.00043
14157,14157,1,1.00043,1.00043,1.00043
14158,14158,1,1.00043,1.00043,1.00043
14159,14159,1,1.00043,1.00043,1.00043
14160,14160,1,1.00043,1.00043,1.00043
14161,14161,1,1.00043,1.00043,1.00043
14162,14162,1,1.00043,1.00043,1.00043
14163,14163,1,1.00043,1.00043,1.00043
14164,14164,1,1.00043,1.00043,1.00043
14165,14165,1,1.00043,1.00043,1.00043
14166,14166,1,1.00043,1.00043,1.00043
14167,14167,1,1.000431,1.000431,1.000431
14168,14168,1,1.000431,1.000431,1.000431
14169,14169,1,1.000431,1.000431,1.000431
14170,14170,1,1.000431,1.000431,1.000431
14171,14171,1,1.000431,1.000431,1.000431
14172,14172,1,1.000431,1.000431,1.000431
14173,14173,1,1.000431,1.000431,1.000431
14174,14174,1,1.000431,1.000431,1.000431
14175,14175,1,1.000431,1.000431,1.000431
14176,14176,1,1.000431,1.000431,1.000431
14177,14177,1,1.000431,1.000431,1.000431
14178,14178,1,1.000431,1.000431,1.000431
14179,14179,1,1.000431,1.000431,1.000431
14180,14180,1,1.000431,1.000431,1.000431
14181,14181,1,1.000431,1.000431,1.000431
14182,14182,1,1.000431,1.000431,1.000431
14183,14183,1,1.000431,1.000431,1.000431
14184,14184,1,1.000431,1.000431,1.000431
14185,14185,1,1.000431,1.000431,1.000431
14186,14186,1,1.000431,1.000431,1.000431
14187,14187,1,1.000431,1.000431,1.000431
14188,14188,1,1.000431,1.000431,1.000431
14189,14189,1,1.000431,1.000431,1.000431
14190,14190,1,1.000431,1.000431,1.000431
14191,14191,1,1.000431,1.000431,1.000431
14192,14192,1,1.000431,1.000431,1.000431
14193,14193,1,1.000431,1.000431,1.000431
14194,14194,1,1.000431,1.000431,1.000431
14195,14195,1,1.000431,1.000431,1.000431
14196,14196,1,1.000431,1.000431,1.000431
14197,14197,1,1.000431,1.000431,1.000431
14198,14198,1,1.000431,1.000431,1.000431
14199,14199,1,1.000431,1.000431,1.000431
14200,14200,1,1.000431,1.000431,1.000431
14201,14201,1,1.000432,1.000432,1.000432
14202,14202,1,1.000432,1.000432,1.000432
14203,14203,1,1.000432,1.000432,1.000432
14204,14204,1,1.000432,1.000432,1.000432
14205,14205,1,1.000432,1.000432,1.000432
14206,14206,1,1.000432,1.000432,1.000432
14207,14207,1,1.000432,1.000432,1.000432
14208,14208,1,1.000432,1.000432,1.000432
14209,14209,1,1.000432,1.000432,1.000432
14210,14210,1,1.000432,1.000432,1.000432
14211,14211,1,1.000432,1.000432,1.000432
14212,14212,1,1.000432,1.000432,1.000432
14213,14213,1,1.000432,1.000432,1.000432
14214,14214,1,1.000432,1.000432,1.000432
14215,14215,1,1.000432,1.000432,1.000432
14216,14216,1,1.000432,1.000432,1.000432
14217,14217,1,1.000432,1.000432,1.000432
14218,14218,1,1.000432,1.000432,1.000432
14219,14219,1,1.000432,1.000432,1.000432
14220,14220,1,1.000432,1.000432,1.000432
14221,14221,1,1.000432,1.000432,1.000432
14222,14222,1,1.000432,1.000432,1.000432
14223,14223,1,1.000432,1.000432,1.000432
14224,14224,1,1.000432,1.000432,1.000432
14225,14225,1,1.000432,1.000432,1.000432
14226,14226,1,1.000432,1.000432,1.000432
14227,14227,1,1.000432,1.000432,1.000432
14228,14228,1,1.000432,1.000432,1.000432
14229,14229,1,1.000432,1.000432,1.000432
14230,14230,1,1.000432,1.000432,1.000432
14231,14231,1,1.000432,1.000432,1.000432
14232,14232,1,1.000432,1.000432,1.000432
14233,14233,1,1.000432,1.000432,1.000432
14234,14234,1,1.000433,1.000433,1.000433
14235,14235,1,1.000433,1.000433,1.000433
14236,14236,1,1.000433,1.000433,1.000433
14237,14237,1,1.000433,1.000433,1.000433
14238,14238,1,1.000433,1.000433,1.000433
14239,14239,1,1.000433,1.000433,1.000433
14240,14240,1,1.000433,1.000433,1.000433
14241,14241,1,1.000433,1.000433,1.000433
14242,14242,1,1.000433,1.000433,1.000433
14243,14243,1,1.000433,1.000433,1.000433
14244,14244,1,1.000433,1.000433,1.000433
14245,14245,1,1.000433,1.000433,1.000433
14246,14246,1,1.000433,1.000433,1.000433
14247,14247,1,1.000433,1.000433,1.000433
14248,14248,1,1.000433,1.000433,1.000433
14249,14249,1,1.000433,1.000433,1.000433
14250,14250,1,1.000433,1.000433,1.000433
14251,14251,1,1.000433,1.000433,1.000433
14252,14252,1,1.000433,1.000433,1.000433
14253,14253,1,1.000433,1.000433,1.000433
14254,14254,1,1.000433,1.000433,1.000433
14255,14255,1,1.000433,1.000433,1.000433
14256,14256,1,1.000433,1.000433,1.000433
14257,14257,1,1.000433,1.000433,1.000433
14258,14258,1,1.000433,1.000433,1.000433
14259,14259,1,1.000433,1.000433,1.000433
14260,14260,1,1.000433,1.000433,1.000433
14261,14261,1,1.000433,1.000433,1.000433
14262,14262,1,1.000433,1.000433,1.000433
14263,14263,1,1.000433,1.000433,1.000433
14264,14264,1,1.000433,1.000433,1.000433
14265,14265,1,1.000433,1.000433,1.000433
14266,14266,1,1.000433,1.000433,1.000433
14267,14267,1,1.000434,1.000434,1.000434
14268,14268,1,1.000434,1.000434,1.000434
14269,14269,1,1.000434,1.000434,1.000434
14270,14270,1,1.000434,1.000434,1.000434
14271,14271,1,1.000434,1.000434,1.000434
14272,14272,1,1.000434,1.000434,1.000434
14273,14273,1,1.000434,1.000434,1.000434
14274,14274,1,1.000434,1.000434,1.000434
14275,14275,1,1.000434,1.000434,1.000434
14276,14276,1,1.000434,1.000434,1.000434
14277,14277,1,1.000434,1.000434,1.000434
14278,14278,1,1.000434,1.000434,1.000434
14279,14279,1,1.000434,1.000434,1.000434
14280,14280,1,1.000434,1.000434,1.000434
14281,14281,1,1.000434,1.000434,1.000434
14282,14282,1,1.000434,1.000434,1.000434
14283,14283,1,1.000434,1.000434,1.000434
14284,14284,1,1.000434,1.000434,1.000434
14285,14285,1,1.000434,1.000434,1.000434
14286,14286,1,1.000434,1.000434,1.000434
14287,14287,1,1.000434,1.000434,1.000434
14288,14288,1,1.000435,1.000435,1.000435
14289,14289,1,1.000435,1.000435,1.000435
14290,14290,1,1.000435,1.000435,1.000435
14291,14291,1,1.000435,1.000435,1.000435
14292,14292,1,1.000435,1.000435,1.000435
14293,14293,1,1.000435,1.000435,1.000435
14294,14294,1,1.000435,1.000435,1.000435
14295,14295,1,1.000435,1.000435,1.000435
14296,14296,1,1.000435,1.000435,1.000435
14297,14297,1,1.000435,1.000435,1.000435
14298,14298,1,1.000435,1.000435,1.000435
14299,14299,1,1.000435,1.000435,1.000435
14300,14300,1,1.000435,1.000435,1.000435
14301,14301,1,1.000435,1.000435,1.000435
14302,14302,1,1.000435,1.000435,1.000435
14303,14303,1,1.000435,1.000435,1.000435
14304,14304,1,1.000435,1.000435,1.000435
14305,14305,1,1.000435,1.000435,1.000435
14306,14306,1,1.000435,1.000435,1.000435
14307,14307,1,1.000435,1.000435,1.000435
14308,14308,1,1.000435,1.000435,1.000435
14309,14309,1,1.000435,1.000435,1.000435
14310,14310,1,1.000435,1.000435,1.000435
14311,14311,1,1.000435,1.000435,1.000435
14312,14312,1,1.000435,1.000435,1.000435
14313,14313,1,1.000435,1.000435,1.000435
14314,14314,1,1.000435,1.000435,1.000435
14315,14315,1,1.000435,1.000435,1.000435
14316,14316,1,1.000435,1.000435,1.000435
14317,14317,1,1.000435,1.000435,1.000435
14318,14318,1,1.000435,1.000435,1.000435
14319,14319,1,1.000436,1.000436,1.000436
14320,14320,1,1.000436,1.000436,1.000436
14321,14321,1,1.000436,1.000436,1.000436
14322,14322,1,1.000436,1.000436,1.000436
14323,14323,1,1.000436,1.000436,1.000436
14324,14324,1,1.000436,1.000436,1.000436
14325,14325,1,1.000436,1.000436,1.000436
14326,14326,1,1.000436,1.000436,1.000436
14327,14327,1,1.000436,1.000436,1.000436
14328,14328,1,1.000436,1.000436,1.000436
14329,14329,1,1.000436,1.000436,1.000436
14330,14330,1,1.000436,1.000436,1.000436
14331,14331,1,1.000436,1.000436,1.000436
14332,14332,1,1.000436,1.000436,1.000436
14333,14333,1,1.000436,1.000436,1.000436
14334,14334,1,1.000436,1.000436,1.000436
14335,14335,1,1.000436,1.000436,1.000436
14336,14336,1,1.000436,1.000436,1.000436
14337,14337,1,1.000436,1.000436,1.000436
14338,14338,1,1.000436,1.000436,1.000436
14339,14339,1,1.000436,1.000436,1.000436
14340,14340,1,1.000436,1.000436,1.000436
14341,14341,1,1.000436,1.000436,1.000436
14342,14342,1,1.000436,1.000436,1.000436
14343,14343,1,1.000436,1.000436,1.000436
14344,14344,1,1.000436,1.000436,1.000436
14345,14345,1,1.000436,1.000436,1.000436
14346,14346,1,1.000436,1.000436,1.000436
14347,14347,1,1.000436,1.000436,1.000436
14348,14348,1,1.000436,1.000436,1.000436
14349,14349,1,1.000436,1.000436,1.000436
14350,14350,1,1.000436,1.000436,1.000436
14351,14351,1,1.000436,1.000436,1.000436
14352,14352,1,1.000436,1.000436,1.000436
14353,14353,1,1.000436,1.000436,1.000436
14354,14354,1,1.000436,1.000436,1.000436
14355,14355,1,1.000436,1.000436,1.000436
14356,14356,1,1.000436,1.000436,1.000436
14357,14357,1,1.000436,1.000436,1.000436
14358,14358,1,1.000437,1.000437,1.000437
14359,14359,1,1.000437,1.000437,1.000437
14360,14360,1,1.000437,1.000437,1.000437
14361,14361,1,1.000437,1.000437,1.000437
14362,14362,1,1.000437,1.000437,1.000437
14363,14363,1,1.000437,1.000437,1.000437
14364,14364,1,1.000437,1.000437,1.000437
14365,14365,1,1.000437,1.000437,1.000437
14366,14366,1,1.000437,1.000437,1.000437
14367,14367,1,1.000437,1.000437,1.000437
14368,14368,1,1.000437,1.000437,1.000437
14369,14369,1,1.000437,1.000437,1.000437
14370,14370,1,1.000437,1.000437,1.000437
14371,14371,1,1.000437,1.000437,1.000437
14372,14372,1,1.000437,1.000437,1.000437
14373,14373,1,1.000437,1.000437,1.000437
14374,14374,1,1.000437,1.000437,1.000437
14375,14375,1,1.000437,1.000437,1.000437
14376,14376,1,1.000437,1.000437,1.000437
14377,14377,1,1.000437,1.000437,1.000437
14378,14378,1,1.000437,1.000437,1.000437
14379,14379,1,1.000437,1.000437,1.000437
14380,14380,1,1.000437,1.000437,1.000437
14381,14381,1,1.000437,1.000437,1.000437
14382,14382,1,1.000437,1.000437,1.000437
14383,14383,1,1.000437,1.000437,1.000437
14384,14384,1,1.000437,1.000437,1.000437
14385,14385,1,1.000437,1.000437,1.000437
14386,14386,1,1.000437,1.000437,1.000437
14387,14387,1,1.000438,1.000438,1.000438
14388,14388,1,1.000438,1.000438,1.000438
14389,14389,1,1.000438,1.000438,1.000438
14390,14390,1,1.000438,1.000438,1.000438
14391,14391,1,1.000438,1.000438,1.000438
14392,14392,1,1.000438,1.000438,1.000438
14393,14393,1,1.000438,1.000438,1.000438
14394,14394,1,1.000438,1.000438,1.000438
14395,14395,1,1.000438,1.000438,1.000438
14396,14396,1,1.000438,1.000438,1.000438
14397,14397,1,1.000438,1.000438,1.000438
14398,14398,1,1.000438,1.000438,1.000438
14399,14399,1,1.000438,1.000438,1.000438
14400,14400,1,1.000438,1.000438,1.000438
14401,14401,1,1.000438,1.000438,1.000438
14402,14402,1,1.000438,1.000438,1.000438
14403,14403,1,1.000438,1.000438,1.000438
14404,14404,1,1.000438,1.000438,1.000438
14405,14405,1,1.000438,1.000438,1.000438
14406,14406,1,1.000438,1.000438,1.000438
14407,14407,1,1.000438,1.000438,1.000438
14408,14408,1,1.000438,1.000438,1.000438
14409,14409,1,1.000438,1.000438,1.000438
14410,14410,1,1.000438,1.000438,1.000438
14411,14411,1,1.000438,1.000438,1.000438
14412,14412,1,1.000438,1.000438,1.000438
14413,14413,1,1.000438,1.000438,1.000438
14414,14414,1,1.000438,1.000438,1.000438
14415,14415,1,1.000438,1.000438,1.000438
14416,14416,1,1.000438,1.000438,1.000438
14417,14417,1,1.000438,1.000438,1.000438
14418,14418,1,1.000438,1.000438,1.000438
14419,14419,1,1.000438,1.000438,1.000438
14420,14420,1,1.000438,1.000438,1.000438
14421,14421,1,1.000438,1.000438,1.000438
14422,14422,1,1.000438,1.000438,1.000438
14423,14423,1,1.000438,1.000438,1.000438
14424,14424,1,1.000439,1.000439,1.000439
14425,14425,1,1.000439,1.000439,1.000439
14426,14426,1,1.000439,1.000439,1.000439
14427,14427,1,1.000439,1.000439,1.000439
14428,14428,1,1.000439,1.000439,1.000439
14429,14429,1,1.000439,1.000439,1.000439
14430,14430,1,1.000439,1.000439,1.000439
14431,14431,1,1.000439,1.000439,1.000439
14432,14432,1,1.000439,1.000439,1.000439
14433,14433,1,1.000439,1.000439,1.000439
14434,14434,1,1.000439,1.000439,1.000439
14435,14435,1,1.000439,1.000439,1.000439
14436,14436,1,1.000439,1.000439,1.000439
14437,14437,1,1.000439,1.000439,1.000439
14438,14438,1,1.000439,1.000439,1.000439
14439,14439,1,1.000439,1.000439,1.000439
14440,14440,1,1.000439,1.000439,1.000439
14441,14441,1,1.000439,1.000439,1.000439
14442,14442,1,1.000439,1.000439,1.000439
14443,14443,1,1.000439,1.000439,1.000439
14444,14444,1,1.000439,1.000439,1.000439
14445,14445,1,1.000439,1.000439,1.000439
14446,14446,1,1.000439,1.000439,1.000439
14447,14447,1,1.000439,1.000439,1.000439
14448,14448,1,1.000439,1.000439,1.000439
14449,14449,1,1.000439,1.000439,1.000439
14450,14450,1,1.000439,1.000439,1.000439
14451,14451,1,1.00044,1.00044,1.00044
14452,14452,1,1.00044,1.00044,1.00044
14453,14453,1,1.00044,1.00044,1.00044
14454,14454,1,1.00044,1.00044,1.00044
14455,14455,1,1.00044,1.00044,1.00044
14456,14456,1,1.00044,1.00044,1.00044
14457,14457,1,1.00044,1.00044,1.00044
14458,14458,1,1.00044,1.00044,1.00044
14459,14459,1,1.00044,1.00044,1.00044
14460,14460,1,1.00044,1.00044,1.00044
14461,14461,1,1.00044,1.00044,1.00044
14462,14462,1,1.00044,1.00044,1.00044
14463,14463,1,1.00044,1.00044,1.00044
14464,14464,1,1.00044,1.00044,1.00044
14465,14465,1,1.00044,1.00044,1.00044
14466,14466,1,1.00044,1.00044,1.00044
14467,14467,1,1.00044,1.00044,1.00044
14468,14468,1,1.00044,1.00044,1.00044
14469,14469,1,1.00044,1.00044,1.00044
14470,14470,1,1.00044,1.00044,1.00044
14471,14471,1,1.00044,1.00044,1.00044
14472,14472,1,1.00044,1.00044,1.00044
14473,14473,1,1.00044,1.00044,1.00044
14474,14474,1,1.00044,1.00044,1.00044
14475,14475,1,1.00044,1.00044,1.00044
14476,14476,1,1.00044,1.00044,1.00044
14477,14477,1,1.00044,1.00044,1.00044
14478,14478,1,1.00044,1.00044,1.00044
14479,14479,1,1.00044,1.00044,1.00044
14480,14480,1,1.00044,1.00044,1.00044
14481,14481,1,1.000441,1.000441,1.000441
14482,14482,1,1.000441,1.000441,1.000441
14483,14483,1,1.000441,1.000441,1.000441
14484,14484,1,1.000441,1.000441,1.000441
14485,14485,1,1.000441,1.000441,1.000441
14486,14486,1,1.000441,1.000441,1.000441
14487,14487,1,1.000441,1.000441,1.000441
14488,14488,1,1.000441,1.000441,1.000441
14489,14489,1,1.000441,1.000441,1.000441
14490,14490,1,1.000441,1.000441,1.000441
14491,14491,1,1.000441,1.000441,1.000441
14492,14492,1,1.000441,1.000441,1.000441
14493,14493,1,1.000441,1.000441,1.000441
14494,14494,1,1.000441,1.000441,1.000441
14495,14495,1,1.000441,1.000441,1.000441
14496,14496,1,1.000441,1.000441,1.000441
14497,14497,1,1.000441,1.000441,1.000441
14498,14498,1,1.000441,1.000441,1.000441
14499,14499,1,1.000441,1.000441,1.000441
14500,14500,1,1.000441,1.000441,1.000441
14501,14501,1,1.000441,1.000441,1.000441
14502,14502,1,1.000441,1.000441,1.000441
14503,14503,1,1.000441,1.000441,1.000441
14504,14504,1,1.000441,1.000441,1.000441
14505,14505,1,1.000441,1.000441,1.000441
14506,14506,1,1.000441,1.000441,1.000441
14507,14507,1,1.000441,1.000441,1.000441
14508,14508,1,1.000441,1.000441,1.000441
14509,14509,1,1.000441,1.000441,1.000441
14510,14510,1,1.000441,1.000441,1.000441
14511,14511,1,1.000441,1.000441,1.000441
14512,14512,1,1.000441,1.000441,1.000441
14513,14513,1,1.000442,1.000442,1.000442
14514,14514,1,1.000442,1.000442,1.000442
14515,14515,1,1.000442,1.000442,1.000442
14516,14516,1,1.000442,1.000442,1.000442
14517,14517,1,1.000442,1.000442,1.000442
14518,14518,1,1.000442,1.000442,1.000442
14519,14519,1,1.000442,1.000442,1.000442
14520,14520,1,1.000442,1.000442,1.000442
14521,14521,1,1.000442,1.000442,1.000442
14522,14522,1,1.000442,1.000442,1.000442
14523,14523,1,1.000442,1.000442,1.000442
14524,14524,1,1.000442,1.000442,1.000442
14525,14525,1,1.000442,1.000442,1.000442
14526,14526,1,1.000442,1.000442,1.000442
14527,14527,1,1.000442,1.000442,1.000442
14528,14528,1,1.000442,1.000442,1.000442
14529,14529,1,1.000442,1.000442,1.000442
14530,14530,1,1.000442,1.000442,1.000442
14531,14531,1,1.000442,1.000442,1.000442
14532,14532,1,1.000442,1.000442,1.000442
14533,14533,1,1.000442,1.000442,1.000442
14534,14534,1,1.000442,1.000442,1.000442
14535,14535,1,1.000442,1.000442,1.000442
14536,14536,1,1.000442,1.000442,1.000442
14537,14537,1,1.000442,1.000442,1.000442
14538,14538,1,1.000442,1.000442,1.000442
14539,14539,1,1.000442,1.000442,1.000442
14540,14540,1,1.000442,1.000442,1.000442
14541,14541,1,1.000442,1.000442,1.000442
14542,14542,1,1.000442,1.000442,1.000442
14543,14543,1,1.000442,1.000442,1.000442
14544,14544,1,1.000442,1.000442,1.000442
14545,14545,1,1.000442,1.000442,1.000442
14546,14546,1,1.000442,1.000442,1.000442
14547,14547,1,1.000442,1.000442,1.000442
14548,14548,1,1.000442,1.000442,1.000442
14549,14549,1,1.000442,1.000442,1.000442
14550,14550,1,1.000442,1.000442,1.000442
14551,14551,1,1.000443,1.000443,1.000443
14552,14552,1,1.000443,1.000443,1.000443
14553,14553,1,1.000443,1.000443,1.000443
14554,14554,1,1.000443,1.000443,1.000443
14555,14555,1,1.000443,1.000443,1.000443
14556,14556,1,1.000443,1.000443,1.000443
14557,14557,1,1.000443,1.000443,1.000443
14558,14558,1,1.000443,1.000443,1.000443
14559,14559,1,1.000443,1.000443,1.000443
14560,14560,1,1.000443,1.000443,1.000443
14561,14561,1,1.000443,1.000443,1.000443
14562,14562,1,1.000443,1.000443,1.000443
14563,14563,1,1.000443,1.000443,1.000443
14564,14564,1,1.000443,1.000443,1.000443
14565,14565,1,1.000443,1.000443,1.000443
14566,14566,1,1.000443,1.000443,1.000443
14567,14567,1,1.000443,1.000443,1.000443
14568,14568,1,1.000443,1.000443,1.000443
14569,14569,1,1.000443,1.000443,1.000443
14570,14570,1,1.000443,1.000443,1.000443
14571,14571,1,1.000443,1.000443,1.000443
14572,14572,1,1.000443,1.000443,1.000443
14573,14573,1,1.000443,1.000443,1.000443
14574,14574,1,1.000443,1.000443,1.000443
14575,14575,1,1.000443,1.000443,1.000443
14576,14576,1,1.000443,1.000443,1.000443
14577,14577,1,1.000443,1.000443,1.000443
14578,14578,1,1.000443,1.000443,1.000443
14579,14579,1,1.000444,1.000444,1.000444
14580,14580,1,1.000444,1.000444,1.000444
14581,14581,1,1.000444,1.000444,1.000444
14582,14582,1,1.000444,1.000444,1.000444
14583,14583,1,1.000444,1.000444,1.000444
14584,14584,1,1.000444,1.000444,1.000444
14585,14585,1,1.000444,1.000444,1.000444
14586,14586,1,1.000444,1.000444,1.000444
14587,14587,1,1.000444,1.000444,1.000444
14588,14588,1,1.000444,1.000444,1.000444
14589,14589,1,1.000444,1.000444,1.000444
14590,14590,1,1.000444,1.000444,1.000444
14591,14591,1,1.000444,1.000444,1.000444
14592,14592,1,1.000444,1.000444,1.000444
14593,14593,1,1.000444,1.000444,1.000444
14594,14594,1,1.000444,1.000444,1.000444
14595,14595,1,1.000444,1.000444,1.000444
14596,14596,1,1.000444,1.000444,1.000444
14597,14597,1,1.000444,1.000444,1.000444
